head_nod,head_pan,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2,torso_t0
0.0,-0.06865,-2.99395,1.00284,-0.68224,1.03812,-0.20747,0.08897,2.71323,3.02961,0.48896,0.77274,-0.9526,-0.0092,-0.04333,-0.01074,-12.56599
0.0,-0.06865,-2.98896,1.1873,0.05484,1.01703,-0.21016,-0.09012,2.87238,3.03,0.48896,0.77274,-0.95222,-0.00882,-0.04333,-0.01074,-12.56599
0.0,-0.06865,-2.99241,0.25694,0.0349,1.01971,-0.34975,0.04027,2.55139,3.02961,0.48857,0.77389,-0.95222,-0.00882,-0.04295,-0.01035,-12.56599
0.0,-0.06903,-3.00392,0.35282,0.85289,1.02662,-0.34936,-0.17027,2.39493,3.03038,0.48896,0.77236,-0.9526,-0.00844,-0.04372,-0.01074,-12.56599
0.0,-0.06903,-3.0089,0.42261,0.81186,0.35588,-0.33172,-0.20287,2.19283,3.02961,0.48819,0.77313,-0.95299,-0.00767,-0.04602,-0.01074,-12.56599
0.0,-0.06941,-3.01312,0.53344,0.9154,-0.39385,0.19788,-0.17564,2.29292,3.03,0.48896,0.77351,-0.95299,-0.00767,-0.04602,-0.01074,-12.56599
0.0,-0.06903,-3.01466,0.37889,1.02892,-1.26285,0.19903,-0.22013,2.74468,3.02961,0.48896,0.77389,-0.95184,-0.00767,-0.04372,-0.01074,-12.56599
0.0,-0.06865,-3.02271,0.40689,0.86823,-1.27512,-0.1883,1.37368,2.07893,3.02961,0.48896,0.77274,-0.9526,-0.00805,-0.04333,-0.01074,-12.56599
0.0,-0.06865,-3.01657,0.40535,0.86593,-1.27934,-0.18906,1.37291,2.07969,2.99586,0.37122,-0.64312,-1.20379,-0.00959,-0.27228,0.00959,-12.56599
0.0,-0.06903,-3.01696,0.40229,0.86593,-1.2732,-0.18945,1.3733,2.08046,3.04572,0.50506,-0.70371,-1.23524,-0.04257,1.31462,-0.01687,-12.56599
0.0,-0.06903,-3.01734,0.40344,0.86747,-1.27627,-0.18945,1.37368,2.08084,1.90329,2.24306,-0.52961,-0.09971,-0.79997,0.84177,0.24697,-12.56599
0.0,-0.06865,-3.01696,0.40305,0.86555,-1.27551,-0.1883,1.37368,2.08008,1.70387,1.75104,0.21322,0.34553,-0.80611,0.46901,-1.97999,-12.56599
0.0,-0.06903,-3.01734,0.40267,0.86708,-1.27474,-0.18945,1.37368,2.08046,1.79399,1.72113,0.7923,0.35857,-1.20801,0.50315,-1.81278,-12.56599
0.0,-0.06941,-3.03,1.45191,0.76584,-0.37813,0.08974,1.17618,2.00836,1.80166,1.71576,0.79307,0.35243,-1.20724,0.49778,-1.81278,-12.56599
0.0,-0.06941,-2.39723,2.08046,0.24237,-0.47515,0.88741,0.54533,1.94662,1.80089,1.70847,0.78655,0.35282,-1.20648,0.49854,-1.81317,-12.56599
0.0,-0.06903,-2.38649,2.07816,0.24199,-0.48781,0.88971,0.54188,1.94854,1.66552,1.63062,0.26921,0.74206,-1.60454,0.26806,-1.85957,-12.56599
0.0,-0.06903,-2.07969,2.06627,-0.44716,0.2857,1.06727,0.65616,2.03674,1.66705,1.63177,0.26806,0.73554,-1.60416,0.26653,-1.85957,-12.56599
0.0,-0.06941,-2.34162,0.45943,-0.55147,0.17833,0.19098,-0.05446,1.51289,1.66744,1.62985,0.26768,0.73631,-1.60454,0.26691,-1.86072,-12.56599
0.0,-0.06865,-2.33472,0.45866,-0.55108,0.18139,0.1906,-0.04985,1.50982,1.83311,2.52762,-0.23777,1.05921,-1.60608,-0.02186,-1.60531,-12.56599
0.0,-0.06865,-2.13223,2.5326,-0.0767,0.80457,1.6287,0.21667,1.81201,1.83809,2.51956,-0.24505,1.05423,-1.60608,-0.02608,-1.60378,-12.56599
0.0,-0.06903,-2.12648,2.53145,-0.07593,0.80534,1.62909,0.21476,1.81432,2.15371,0.63584,0.82643,0.35972,-2.06589,-0.21399,-1.56658,-12.56599
0.0,-0.06903,-2.12878,2.5372,-0.07133,0.80496,1.62947,0.21552,1.81432,1.43696,1.9658,0.19712,0.88012,-2.15984,0.47055,-1.77903,-12.56599
0.0,-0.06865,-2.30174,1.07916,-1.13668,-0.23892,1.62985,0.10163,1.44271,1.43887,1.95889,0.20057,0.8621,-2.15984,0.4648,-1.77865,-12.56599
0.0,-0.06903,-2.41832,0.19865,-0.91924,-0.06213,1.5405,0.00844,0.96833,1.43926,1.95698,0.20133,0.86095,-2.15946,0.46441,-1.77865,-12.56599
0.0,-0.06941,-2.18707,1.70694,0.09434,0.74897,1.57118,0.0418,0.897,1.43849,1.95851,0.20133,0.86095,-2.15908,0.4648,-1.77865,-12.56599
0.0,-0.06903,-2.18209,1.70425,0.09319,0.7482,1.57156,0.0418,0.89776,1.62602,0.36355,0.81378,0.4437,-2.31018,-0.14266,-1.20801,-12.56599
0.0,-0.06865,-2.18132,1.70234,0.09357,0.74782,1.57156,0.0418,0.89853,1.63752,0.34553,0.30986,-0.15953,-2.30979,-0.02838,-0.37199,-12.56599
0.0,-0.06865,-2.1817,1.70425,0.09396,0.7459,1.57195,0.0418,0.89815,1.75219,0.12617,-0.14496,-0.63392,-2.30941,-0.02646,0.09817,-12.56599
0.0,-0.06903,-2.18247,1.70272,0.09396,0.7459,1.57271,0.04257,0.89853,1.83579,0.37889,-1.07379,-0.79614,-2.31976,-0.08897,-0.11505,-12.56599
0.0,-0.06903,-2.30749,0.44064,-0.6623,0.25464,1.59074,-0.0441,0.25042,1.83733,0.37736,-1.06305,-0.79575,-2.31938,-0.09127,-0.11543,-12.56599
0.0,-0.06903,-2.96557,1.92169,-0.61359,0.24352,2.01527,-0.26538,0.6715,1.83694,0.37736,-1.06267,-0.79422,-2.31938,-0.09127,-0.11275,-12.56599
0.0,-0.06865,-1.78977,1.97845,-0.55338,0.2021,1.9424,0.15225,0.8993,1.83541,0.37813,-1.06228,-0.7946,-2.31976,-0.09127,-0.11351,-12.56599
0.0,-0.06941,-1.78018,0.95644,-0.6228,0.16567,2.25917,-0.01956,0.24812,1.83656,0.37736,-1.06228,-0.79499,-2.31976,-0.09127,-0.11351,-12.56599
0.0,-0.06826,-1.06343,0.86133,1.31616,1.0339,2.29062,-0.12847,-1.12748,1.83618,0.37698,-1.06267,-0.7946,-2.31976,-0.09089,-0.11428,-12.56599
0.0,-0.06865,-1.05308,0.8575,1.31692,1.04579,2.2933,-0.1277,-1.12748,2.35121,2.14029,-0.70141,0.37774,-2.54066,-0.11198,-2.08315,-12.56599
0.0,-0.06903,-1.05346,0.8575,1.31692,1.04502,2.2933,-0.12885,-1.12786,2.32782,1.76293,0.06634,1.05691,-0.46441,-0.10661,-2.92338,-12.56599
0.0,-0.06941,-1.05461,0.85634,1.31616,1.04502,2.29368,-0.12847,-1.12594,2.12341,1.64328,0.59672,1.06113,-0.50583,1.59151,-3.03038,-12.56599
0.0,-0.06941,-1.05308,0.85711,1.31731,1.04502,2.29292,-0.12847,-1.12709,1.60301,1.54434,0.6343,0.05676,-0.079,1.4964,-3.0369,-12.56599
0.0,-0.06903,-1.05423,0.85596,1.31616,1.04541,2.2933,-0.12847,-1.12709,1.68508,1.00514,0.71023,0.04333,-0.33556,0.11236,-2.94869,-12.56599
0.0,-0.06826,-1.05346,0.8575,1.31577,1.04426,2.29407,-0.12809,-1.12671,2.00338,-0.03451,0.79115,-0.03183,-0.60669,-0.13154,-2.87391,-12.56599
0.0,-0.06903,-1.05423,0.85673,1.31654,1.04426,2.29368,-0.12885,-1.12709,2.34277,0.44677,0.32137,-1.12594,-0.60324,-0.44025,-2.06435,-12.56599
0.0,-0.06903,-1.05423,0.85673,1.31692,1.04426,2.29292,-0.12847,-1.12709,2.94294,2.35313,0.84407,0.77965,-1.66053,-0.3183,-1.98305,-12.56599
0.0,-0.06865,-1.05423,0.85634,1.31692,1.04502,2.29253,-0.12885,-1.12786,3.05224,2.08468,0.67994,0.75472,-3.04572,1.49065,-1.4151,-12.56599
0.0,-0.06865,-1.05423,0.85711,1.31654,1.04502,2.29292,-0.12847,-1.12709,3.04303,2.13377,0.66536,0.75549,-3.0461,-0.16605,-1.41471,-12.56599
0.0,-0.06941,-1.05423,0.85634,1.31616,1.04464,2.29368,-0.12809,-1.12709,3.04265,2.07739,0.66843,0.76469,-3.0461,1.46917,-1.40436,-12.56599
0.0,-0.06826,-1.05384,0.85711,1.31769,1.04426,2.29407,-0.12847,-1.12709,3.00315,0.94225,0.73439,0.9595,-2.31669,-0.12694,-2.31363,-12.56599
0.0,-0.06865,-1.05346,0.85634,1.31731,1.04426,2.29292,-0.12847,-1.12748,2.72167,2.58629,-1.17311,1.06228,0.0046,0.95682,-0.22204,-12.56599
0.0,-0.06865,-1.62218,2.40682,1.16813,1.03659,2.34354,0.00307,-0.04832,2.71745,2.56597,-1.16583,1.05845,0.01035,0.9434,-0.22089,-12.56599
0.0,-0.06865,-1.85267,2.58016,1.22565,1.03659,2.38994,-0.71023,-0.05024,2.71783,2.56443,-1.16621,1.0573,0.01342,0.94417,-0.22089,-12.56599
0.0,-0.06941,-2.3608,1.264,-0.03835,-0.01572,2.2956,-0.33019,0.03221,2.71821,2.5652,-1.16583,1.0573,0.01304,0.94532,-0.22013,-12.56599
0.0,-0.06903,-1.64596,1.87107,-0.47055,0.09664,2.34047,-0.07632,0.17372,2.7186,2.56712,-1.16736,1.0573,0.01266,0.9434,-0.22051,-12.56599
0.0,-0.06903,-1.80319,-0.0023,-0.82835,0.09396,3.05952,-0.44754,0.59864,2.7186,2.56558,-1.16698,1.05576,0.01227,0.94493,-0.22089,-12.56599
0.0,-0.06903,-2.18707,0.92729,-0.23892,-0.45291,3.05684,-0.2765,1.20916,2.71783,2.56482,-1.16659,1.05615,0.0115,0.94455,-0.22013,-12.56599
0.0,-0.06903,-1.09756,2.00146,1.64634,0.8295,3.05952,-1.2617,-0.2324,2.71821,2.56597,-1.16774,1.05615,0.0115,0.94417,-0.22089,-12.56599
0.0,-0.06865,-1.29813,1.31654,1.5846,0.95989,3.05914,-0.29721,0.25886,2.71821,2.56712,-1.16621,1.05615,0.0115,0.94532,-0.22166,-12.56599
0.0,-0.06903,-1.39976,-0.04449,0.94225,1.0688,2.9533,-0.1185,0.01572,2.71783,2.5652,-1.16583,1.05576,0.01227,0.94417,-0.22051,-12.56599
0.0,-0.06903,-1.39017,-0.04487,0.94071,1.04656,2.95291,-0.11275,0.01611,2.58706,1.87491,-1.48566,1.05806,0.02608,0.07363,-0.14918,-12.56599
0.0,-0.06903,-1.3917,-0.04487,0.94186,1.04617,2.95253,-0.11121,0.01572,1.63484,1.1896,-1.58,1.06228,0.11697,0.04755,0.02646,-12.56599
0.0,-0.06903,-1.39132,-0.04487,0.94225,1.04656,2.95368,-0.11275,0.01764,1.11099,0.99785,-1.37368,1.06228,-0.28762,0.28033,-0.04909,-12.56599
0.0,-0.06865,-1.39209,-0.04449,0.94148,1.04617,2.95445,-0.11198,0.01726,0.82106,0.37774,-1.69505,1.06343,-0.30833,0.19903,0.01304,-12.56599
0.0,-0.06865,-1.3917,-0.04487,0.94186,1.04771,2.95445,-0.11543,0.01726,1.16314,-0.04909,0.48244,-0.68607,-0.84714,-0.29644,2.04748,-12.56599
